available_bike_stands,hour,surface_pressure,is_day,apparent_temperature,date
13,11,981.5,1,25.05,2023-07-30 11:00:00+00:00
14,12,981.3,1,25.91818181818182,2023-07-30 12:00:00+00:00
15,13,980.9888888888888,1,27.98888888888889,2023-07-30 13:00:00+00:00
19,14,980.7125,1,28.075,2023-07-30 14:00:00+00:00
19,15,980.65,1,27.4,2023-07-30 15:00:00+00:00
16,16,980.0999999999999,1,27.75,2023-07-30 16:00:00+00:00
18,17,979.575,1,27.6,2023-07-30 17:00:00+00:00
21,18,980.6,1,24.2,2023-07-30 18:00:00+00:00
18,19,981.5285714285714,0,20.814285714285713,2023-07-30 19:00:00+00:00
17,20,981.8625,0,20.3875,2023-07-30 20:00:00+00:00
16,21,982.7714285714286,0,19.97142857142857,2023-07-30 21:00:00+00:00
16,22,983.35,0,19.05,2023-07-30 22:00:00+00:00
15,23,983.1999999999999,0,18.47142857142857,2023-07-30 23:00:00+00:00
15,0,982.9,0,18.150000000000002,2023-07-31 00:00:00+00:00
15,1,983.0,0,17.25,2023-07-31 01:00:00+00:00
15,2,983.0500000000001,0,17.099999999999998,2023-07-31 02:00:00+00:00
15,3,983.0,0,17.7,2023-07-31 03:00:00+00:00
16,4,982.9,0,17.9,2023-07-31 04:00:00+00:00
15,5,982.775,0,17.0125,2023-07-31 05:00:00+00:00
16,6,983.1375,1,17.1625,2023-07-31 06:00:00+00:00
16,7,983.8125,1,18.0625,2023-07-31 07:00:00+00:00
18,8,984.5625,1,20.3125,2023-07-31 08:00:00+00:00
20,9,984.3857142857142,1,21.785714285714285,2023-07-31 09:00:00+00:00
21,10,983.85,1,23.400000000000002,2023-07-31 10:00:00+00:00
20,11,983.25,1,24.3,2023-07-31 11:00:00+00:00
19,12,982.7125,1,24.95,2023-07-31 12:00:00+00:00
18,13,982.25,1,25.7,2023-07-31 13:00:00+00:00
19,14,981.4,1,26.1,2023-07-31 14:00:00+00:00
18,15,980.657142857143,1,25.942857142857143,2023-07-31 15:00:00+00:00
17,16,980.2888888888889,1,25.555555555555557,2023-07-31 16:00:00+00:00
19,17,979.6333333333333,1,25.733333333333334,2023-07-31 17:00:00+00:00
20,18,979.5500000000001,1,25.400000000000002,2023-07-31 18:00:00+00:00
17,19,979.6,0,25.2,2023-07-31 19:00:00+00:00
14,20,979.4857142857143,0,24.17142857142857,2023-07-31 20:00:00+00:00
15,21,979.3571428571429,0,22.328571428571426,2023-07-31 21:00:00+00:00
15,22,979.25,0,20.1,2023-07-31 22:00:00+00:00
15,23,979.1,0,18.95,2023-07-31 23:00:00+00:00
15,0,978.5,0,18.5,2023-08-01 00:00:00+00:00
15,1,977.8000000000001,0,18.2,2023-08-01 01:00:00+00:00
15,2,977.25,0,17.75,2023-08-01 02:00:00+00:00
15,3,976.8000000000001,0,17.5,2023-08-01 03:00:00+00:00
14,4,976.1428571428571,0,17.071428571428573,2023-08-01 04:00:00+00:00
13,5,975.3142857142857,0,16.5,2023-08-01 05:00:00+00:00
15,6,975.2000000000002,1,17.22222222222222,2023-08-01 06:00:00+00:00
16,7,975.1111111111111,1,18.6,2023-08-01 07:00:00+00:00
21,8,975.0,1,21.15,2023-08-01 08:00:00+00:00
17,9,974.8000000000001,1,24.566666666666666,2023-08-01 09:00:00+00:00
17,10,974.2625,1,26.4375,2023-08-01 10:00:00+00:00
17,11,973.6,1,27.228571428571428,2023-08-01 11:00:00+00:00
17,12,973.2999999999998,1,27.133333333333333,2023-08-01 12:00:00+00:00
17,13,972.9875,1,26.675,2023-08-01 13:00:00+00:00
17,14,972.4399999999999,1,27.2,2023-08-01 14:00:00+00:00
16,15,972.1285714285714,1,27.928571428571427,2023-08-01 15:00:00+00:00
17,16,973.0222222222224,1,22.96666666666667,2023-08-01 16:00:00+00:00
19,17,974.5200000000001,1,18.5,2023-08-01 17:00:00+00:00
19,18,975.6428571428571,1,17.47142857142857,2023-08-01 18:00:00+00:00
19,19,975.5,0,17.5,2023-08-01 19:00:00+00:00
20,20,975.9142857142858,0,17.657142857142855,2023-08-01 20:00:00+00:00
19,21,976.1,0,17.650000000000002,2023-08-01 21:00:00+00:00
18,22,976.35,0,17.099999999999998,2023-08-01 22:00:00+00:00
17,23,976.8285714285714,0,16.8,2023-08-01 23:00:00+00:00
17,0,977.0500000000001,0,17.2,2023-08-02 00:00:00+00:00
17,1,977.1500000000001,0,16.849999999999998,2023-08-02 01:00:00+00:00
17,2,977.1500000000001,0,16.5,2023-08-02 02:00:00+00:00
17,3,976.9714285714286,0,16.157142857142855,2023-08-02 03:00:00+00:00
20,4,976.4727272727273,0,15.481818181818182,2023-08-02 04:00:00+00:00
21,5,976.45,0,14.8625,2023-08-02 05:00:00+00:00
17,6,976.9555555555556,1,14.644444444444442,2023-08-02 06:00:00+00:00
20,7,977.5125,1,15.15,2023-08-02 07:00:00+00:00
21,8,977.7,1,16.7,2023-08-02 08:00:00+00:00
21,9,977.775,1,18.475,2023-08-02 09:00:00+00:00
18,10,977.6999999999999,1,21.633333333333333,2023-08-02 10:00:00+00:00
13,11,977.1,1,23.3375,2023-08-02 11:00:00+00:00
11,12,976.75,1,24.25,2023-08-02 12:00:00+00:00
13,13,976.1428571428571,1,25.071428571428573,2023-08-02 13:00:00+00:00
12,14,975.36,1,26.060000000000002,2023-08-02 14:00:00+00:00
10,15,974.82,1,25.76,2023-08-02 15:00:00+00:00
8,16,974.2333333333332,1,25.866666666666664,2023-08-02 16:00:00+00:00
5,17,973.657142857143,1,27.62857142857143,2023-08-02 17:00:00+00:00
4,18,973.4125,1,27.7625,2023-08-02 18:00:00+00:00
1,19,973.4714285714286,0,27.585714285714285,2023-08-02 19:00:00+00:00
1,20,973.3571428571429,0,26.37142857142857,2023-08-02 20:00:00+00:00
0,21,973.0714285714286,0,23.62857142857143,2023-08-02 21:00:00+00:00
0,22,972.9428571428572,0,22.342857142857145,2023-08-02 22:00:00+00:00
0,23,972.5,0,21.3,2023-08-02 23:00:00+00:00
0,0,972.325,0,21.0,2023-08-03 00:00:00+00:00
0,1,972.25,0,20.95,2023-08-03 01:00:00+00:00
0,2,972.15,0,20.75,2023-08-03 02:00:00+00:00
0,3,971.85,0,20.5,2023-08-03 03:00:00+00:00
2,4,971.9000000000001,0,20.4,2023-08-03 04:00:00+00:00
10,5,972.1600000000001,0,19.86,2023-08-03 05:00:00+00:00
16,6,972.45,1,19.75,2023-08-03 06:00:00+00:00
19,7,973.3000000000001,1,22.127272727272725,2023-08-03 07:00:00+00:00
22,8,974.0,1,24.2,2023-08-03 08:00:00+00:00
17,9,974.5222222222221,1,25.666666666666668,2023-08-03 09:00:00+00:00
21,10,975.0857142857142,1,25.985714285714288,2023-08-03 10:00:00+00:00
18,11,975.4777777777776,1,26.044444444444444,2023-08-03 11:00:00+00:00
16,12,975.7000000000002,1,27.200000000000003,2023-08-03 12:00:00+00:00
12,13,975.6,1,27.05,2023-08-03 13:00:00+00:00
8,14,975.65,1,24.9125,2023-08-03 14:00:00+00:00
9,15,976.0666666666667,1,22.711111111111112,2023-08-03 15:00:00+00:00
10,16,977.0571428571428,1,20.37142857142857,2023-08-03 16:00:00+00:00
10,17,977.5200000000001,1,19.46,2023-08-03 17:00:00+00:00
10,18,977.7714285714285,1,19.62857142857143,2023-08-03 18:00:00+00:00
8,19,978.0500000000001,0,18.900000000000002,2023-08-03 19:00:00+00:00
7,20,978.4428571428572,0,17.957142857142856,2023-08-03 20:00:00+00:00
7,21,979.0,0,17.849999999999998,2023-08-03 21:00:00+00:00
7,22,979.1999999999999,0,17.400000000000002,2023-08-03 22:00:00+00:00
7,23,979.0499999999998,0,17.55,2023-08-03 23:00:00+00:00
7,0,978.9,0,17.7,2023-08-04 00:00:00+00:00
7,1,978.6999999999999,0,17.5,2023-08-04 01:00:00+00:00
7,2,978.4499999999999,0,17.150000000000002,2023-08-04 02:00:00+00:00
7,3,979.0,0,16.55,2023-08-04 03:00:00+00:00
7,4,978.8000000000001,0,16.55,2023-08-04 04:00:00+00:00
8,5,978.7875,0,16.6,2023-08-04 05:00:00+00:00
9,6,979.6,1,16.95,2023-08-04 06:00:00+00:00
9,7,980.0,1,17.17142857142857,2023-08-04 07:00:00+00:00
11,8,980.3000000000001,1,17.0,2023-08-04 08:00:00+00:00
11,9,980.7,1,17.35,2023-08-04 09:00:00+00:00
12,10,980.25,1,18.0,2023-08-04 10:00:00+00:00
12,11,980.2000000000002,1,17.900000000000002,2023-08-04 11:00:00+00:00
12,12,980.75,1,17.599999999999998,2023-08-04 12:00:00+00:00
11,13,981.1999999999999,1,17.52857142857143,2023-08-04 13:00:00+00:00
10,14,981.3666666666666,1,17.266666666666666,2023-08-04 14:00:00+00:00
10,15,980.9500000000002,1,17.900000000000002,2023-08-04 15:00:00+00:00
10,16,980.4714285714286,1,18.814285714285713,2023-08-04 16:00:00+00:00
8,17,980.0428571428572,1,18.685714285714283,2023-08-04 17:00:00+00:00
8,18,979.28,1,18.4,2023-08-04 18:00:00+00:00
8,19,979.35,0,17.9,2023-08-04 19:00:00+00:00
8,20,979.9500000000002,0,17.849999999999998,2023-08-04 20:00:00+00:00
8,21,980.1,0,17.849999999999998,2023-08-04 21:00:00+00:00
7,22,979.4857142857143,0,17.285714285714285,2023-08-04 22:00:00+00:00
6,23,978.3000000000001,0,16.97142857142857,2023-08-04 23:00:00+00:00
6,0,977.6,0,16.8,2023-08-05 00:00:00+00:00
6,1,977.5500000000001,0,17.0,2023-08-05 01:00:00+00:00
6,2,976.9000000000001,0,17.05,2023-08-05 02:00:00+00:00
6,3,975.6500000000001,0,16.849999999999998,2023-08-05 03:00:00+00:00
6,4,975.3000000000001,0,16.900000000000002,2023-08-05 04:00:00+00:00
6,5,975.2714285714285,0,17.114285714285714,2023-08-05 05:00:00+00:00
7,6,975.0500000000001,1,17.099999999999998,2023-08-05 06:00:00+00:00
7,7,974.657142857143,1,16.657142857142855,2023-08-05 07:00:00+00:00
8,8,974.6999999999999,1,16.3,2023-08-05 08:00:00+00:00
8,9,974.85,1,16.349999999999998,2023-08-05 09:00:00+00:00
8,10,974.8000000000001,1,16.7,2023-08-05 10:00:00+00:00
8,11,974.9428571428572,1,16.985714285714288,2023-08-05 11:00:00+00:00
9,12,974.85,1,17.2,2023-08-05 12:00:00+00:00
9,13,974.9000000000001,1,17.8,2023-08-05 13:00:00+00:00
9,14,975.157142857143,1,18.585714285714285,2023-08-05 14:00:00+00:00
10,15,975.1500000000001,1,18.45,2023-08-05 15:00:00+00:00
9,16,974.5428571428572,1,18.057142857142857,2023-08-05 16:00:00+00:00
9,17,974.2999999999998,1,17.75,2023-08-05 17:00:00+00:00
9,18,974.64,1,17.34,2023-08-05 18:00:00+00:00
7,19,974.2714285714285,0,16.8,2023-08-05 19:00:00+00:00
7,20,974.4499999999999,0,16.349999999999998,2023-08-05 20:00:00+00:00
7,21,974.6999999999999,0,16.2,2023-08-05 21:00:00+00:00
7,22,974.1999999999999,0,16.25,2023-08-05 22:00:00+00:00
6,23,973.5999999999999,0,16.4,2023-08-05 23:00:00+00:00
5,0,973.25,0,16.45,2023-08-06 00:00:00+00:00
4,1,972.85,0,16.599999999999998,2023-08-06 01:00:00+00:00
4,2,972.3000000000001,0,16.400000000000002,2023-08-06 02:00:00+00:00
4,3,971.9,0,16.150000000000002,2023-08-06 03:00:00+00:00
4,4,971.4,0,16.05,2023-08-06 04:00:00+00:00
4,5,971.1999999999999,0,16.05,2023-08-06 05:00:00+00:00
4,6,971.5714285714286,1,15.914285714285713,2023-08-06 06:00:00+00:00
4,7,971.8000000000001,1,15.6,2023-08-06 07:00:00+00:00
4,8,972.3000000000001,1,15.557142857142859,2023-08-06 08:00:00+00:00
4,9,972.6500000000001,1,15.649999999999999,2023-08-06 09:00:00+00:00
4,10,972.4500000000002,1,16.150000000000002,2023-08-06 10:00:00+00:00
6,11,972.3333333333334,1,17.08888888888889,2023-08-06 11:00:00+00:00
8,12,972.7571428571429,1,18.342857142857145,2023-08-06 12:00:00+00:00
9,13,972.9857142857143,1,21.142857142857142,2023-08-06 13:00:00+00:00
11,14,973.0714285714286,1,21.8,2023-08-06 14:00:00+00:00
12,15,973.2000000000002,1,21.349999999999998,2023-08-06 15:00:00+00:00
13,16,973.0888888888888,1,20.22222222222222,2023-08-06 16:00:00+00:00
14,17,973.3555555555556,1,18.08888888888889,2023-08-06 17:00:00+00:00
13,18,974.2,1,17.65,2023-08-06 18:00:00+00:00
14,19,975.1142857142858,0,18.714285714285715,2023-08-06 19:00:00+00:00
14,20,975.9714285714286,0,17.9,2023-08-06 20:00:00+00:00
14,21,976.6500000000001,0,16.2,2023-08-06 21:00:00+00:00
13,22,976.6142857142858,0,14.885714285714286,2023-08-06 22:00:00+00:00
12,23,976.5500000000001,0,13.200000000000001,2023-08-06 23:00:00+00:00
13,0,976.8571428571429,0,12.385714285714286,2023-08-07 00:00:00+00:00
14,1,977.4000000000001,0,12.25,2023-08-07 01:00:00+00:00
14,2,977.5,0,12.65,2023-08-07 02:00:00+00:00
14,3,977.4,0,12.25,2023-08-07 03:00:00+00:00
16,4,977.525,0,11.1625,2023-08-07 04:00:00+00:00
19,5,977.4799999999999,0,10.66,2023-08-07 05:00:00+00:00
19,6,977.7,1,10.9,2023-08-07 06:00:00+00:00
19,7,978.1111111111111,1,12.18888888888889,2023-08-07 07:00:00+00:00
20,8,978.425,1,13.6875,2023-08-07 08:00:00+00:00
21,9,979.0666666666667,1,15.488888888888889,2023-08-07 09:00:00+00:00
17,10,979.5200000000001,1,15.98,2023-08-07 10:00:00+00:00
19,11,980.2000000000002,1,15.91111111111111,2023-08-07 11:00:00+00:00
16,12,981.1,1,17.8,2023-08-07 12:00:00+00:00
13,13,981.3333333333334,1,19.37777777777778,2023-08-07 13:00:00+00:00
8,14,981.1111111111111,1,18.544444444444444,2023-08-07 14:00:00+00:00
13,15,981.4222222222223,1,17.922222222222224,2023-08-07 15:00:00+00:00
13,16,981.5333333333333,1,17.866666666666667,2023-08-07 16:00:00+00:00
12,17,981.4444444444445,1,17.866666666666667,2023-08-07 17:00:00+00:00
14,18,981.85,1,17.45,2023-08-07 18:00:00+00:00
14,19,982.8875,0,17.575,2023-08-07 19:00:00+00:00
11,20,983.7571428571429,0,16.65714285714286,2023-08-07 20:00:00+00:00
10,21,984.2714285714285,0,15.114285714285714,2023-08-07 21:00:00+00:00
10,22,984.75,0,13.700000000000001,2023-08-07 22:00:00+00:00
9,23,984.85,0,12.5,2023-08-07 23:00:00+00:00
9,0,985.0,0,11.75,2023-08-08 00:00:00+00:00
9,1,985.5,0,10.75,2023-08-08 01:00:00+00:00
8,2,985.6500000000001,0,10.2,2023-08-08 02:00:00+00:00
8,3,985.75,0,10.1,2023-08-08 03:00:00+00:00
9,4,985.8499999999999,0,10.05,2023-08-08 04:00:00+00:00
12,5,985.8499999999999,0,9.75,2023-08-08 05:00:00+00:00
17,6,985.9125,1,9.8875,2023-08-08 06:00:00+00:00
21,7,986.4428571428572,1,12.071428571428571,2023-08-08 07:00:00+00:00
21,8,986.9428571428572,1,15.014285714285714,2023-08-08 08:00:00+00:00
21,9,987.1142857142858,1,16.9,2023-08-08 09:00:00+00:00
21,10,986.9857142857144,1,17.8,2023-08-08 10:00:00+00:00
17,11,986.4777777777779,1,19.08888888888889,2023-08-08 11:00:00+00:00
13,12,985.7,1,19.575,2023-08-08 12:00:00+00:00
9,13,985.3444444444444,1,19.77777777777778,2023-08-08 13:00:00+00:00
5,14,985.0375,1,20.6,2023-08-08 14:00:00+00:00
4,15,984.4888888888888,1,21.37777777777778,2023-08-08 15:00:00+00:00
6,16,984.0571428571428,1,20.599999999999998,2023-08-08 16:00:00+00:00
5,17,983.5111111111112,1,19.62222222222222,2023-08-08 17:00:00+00:00
4,18,983.45,1,19.15,2023-08-08 18:00:00+00:00
4,19,983.3,0,18.85,2023-08-08 19:00:00+00:00
3,20,983.725,0,18.8,2023-08-08 20:00:00+00:00
3,21,984.1,0,17.142857142857142,2023-08-08 21:00:00+00:00
2,22,984.1999999999999,0,14.700000000000001,2023-08-08 22:00:00+00:00
2,23,984.342857142857,0,13.157142857142857,2023-08-08 23:00:00+00:00
2,0,984.4499999999999,0,12.399999999999999,2023-08-09 00:00:00+00:00
2,1,984.5,0,11.700000000000001,2023-08-09 01:00:00+00:00
1,2,984.35,0,11.15,2023-08-09 02:00:00+00:00
2,3,984.3000000000001,0,10.700000000000001,2023-08-09 03:00:00+00:00
3,4,984.5875,0,10.775,2023-08-09 04:00:00+00:00
6,5,984.5909090909091,0,11.0,2023-08-09 05:00:00+00:00
15,6,984.9,1,11.7,2023-08-09 06:00:00+00:00
15,7,985.0333333333333,1,13.11111111111111,2023-08-09 07:00:00+00:00
17,8,984.7,1,14.8,2023-08-09 08:00:00+00:00
19,9,984.6444444444446,1,16.599999999999998,2023-08-09 09:00:00+00:00
19,10,984.5999999999999,1,18.51111111111111,2023-08-09 10:00:00+00:00
17,11,984.6,1,21.2,2023-08-09 11:00:00+00:00
15,12,984.5600000000001,1,22.619999999999997,2023-08-09 12:00:00+00:00
16,13,984.3333333333334,1,22.577777777777776,2023-08-09 13:00:00+00:00
15,14,984.3714285714286,1,22.442857142857143,2023-08-09 14:00:00+00:00
16,15,984.6857142857143,1,21.685714285714287,2023-08-09 15:00:00+00:00
21,16,985.1428571428571,1,20.25714285714286,2023-08-09 16:00:00+00:00
20,17,985.3142857142857,1,20.2,2023-08-09 17:00:00+00:00
19,18,985.1,1,20.457142857142856,2023-08-09 18:00:00+00:00
19,19,985.175,0,20.2875,2023-08-09 19:00:00+00:00
19,20,985.4142857142857,0,19.357142857142858,2023-08-09 20:00:00+00:00
20,21,985.85,0,18.349999999999998,2023-08-09 21:00:00+00:00
19,22,986.4285714285714,0,17.957142857142856,2023-08-09 22:00:00+00:00
18,23,986.9499999999999,0,16.900000000000002,2023-08-09 23:00:00+00:00
18,0,987.1999999999999,0,16.0,2023-08-10 00:00:00+00:00
18,1,987.0,0,14.699999999999998,2023-08-10 01:00:00+00:00
18,2,987.0714285714286,0,12.457142857142857,2023-08-10 02:00:00+00:00
19,3,987.0500000000001,0,12.0,2023-08-10 03:00:00+00:00
20,4,987.0714285714286,0,12.1,2023-08-10 04:00:00+00:00
20,5,987.3333333333334,0,12.055555555555555,2023-08-10 05:00:00+00:00
21,6,988.0625,1,12.375,2023-08-10 06:00:00+00:00
19,7,988.3444444444444,1,14.266666666666667,2023-08-10 07:00:00+00:00
20,8,988.175,1,16.6625,2023-08-10 08:00:00+00:00
20,9,988.35,1,17.200000000000003,2023-08-10 09:00:00+00:00
18,10,988.7,1,18.45,2023-08-10 10:00:00+00:00
20,11,988.95,1,19.950000000000003,2023-08-10 11:00:00+00:00
16,12,988.95,1,20.450000000000003,2023-08-10 12:00:00+00:00
12,13,988.7454545454547,1,21.89090909090909,2023-08-10 13:00:00+00:00
16,14,988.4,1,22.7,2023-08-10 14:00:00+00:00
15,15,988.1,1,21.9,2023-08-10 15:00:00+00:00
17,16,988.0,1,21.6,2023-08-10 16:00:00+00:00
20,17,987.9625,1,22.3125,2023-08-10 17:00:00+00:00
20,18,988.2285714285715,1,21.87142857142857,2023-08-10 18:00:00+00:00
20,19,988.5666666666667,0,20.288888888888888,2023-08-10 19:00:00+00:00
20,20,989.1,0,18.599999999999998,2023-08-10 20:00:00+00:00
20,21,989.5999999999999,0,17.55,2023-08-10 21:00:00+00:00
17,22,990.2,0,16.5,2023-08-10 22:00:00+00:00
14,23,990.5571428571428,0,15.771428571428572,2023-08-10 23:00:00+00:00
14,0,990.5,0,15.25,2023-08-11 00:00:00+00:00
14,1,990.35,0,14.799999999999999,2023-08-11 01:00:00+00:00
14,2,990.1428571428571,0,14.585714285714285,2023-08-11 02:00:00+00:00
15,3,990.1500000000001,0,14.4,2023-08-11 03:00:00+00:00
15,4,990.0125,0,14.2375,2023-08-11 04:00:00+00:00
18,5,989.842857142857,0,13.971428571428572,2023-08-11 05:00:00+00:00
17,6,990.2444444444445,1,14.077777777777778,2023-08-11 06:00:00+00:00
13,7,990.75,1,15.8,2023-08-11 07:00:00+00:00
16,8,991.0,1,18.45,2023-08-11 08:00:00+00:00
19,9,991.2777777777778,1,20.444444444444443,2023-08-11 09:00:00+00:00
17,10,991.7,1,22.25,2023-08-11 10:00:00+00:00
20,11,991.7888888888889,1,23.77777777777778,2023-08-11 11:00:00+00:00
18,12,991.7000000000002,1,24.844444444444445,2023-08-11 12:00:00+00:00
20,13,991.6500000000001,1,25.549999999999997,2023-08-11 13:00:00+00:00
18,14,991.4000000000001,1,25.9,2023-08-11 14:00:00+00:00
16,15,991.0875,1,25.6,2023-08-11 15:00:00+00:00
15,16,990.8000000000001,1,24.8,2023-08-11 16:00:00+00:00
15,17,990.5333333333333,1,23.444444444444443,2023-08-11 17:00:00+00:00
15,18,990.5714285714286,1,22.37142857142857,2023-08-11 18:00:00+00:00
12,19,990.6,0,21.75,2023-08-11 19:00:00+00:00
12,20,990.75,0,20.5,2023-08-11 20:00:00+00:00
12,21,990.9428571428572,0,18.32857142857143,2023-08-11 21:00:00+00:00
12,22,991.25,0,16.95,2023-08-11 22:00:00+00:00
12,23,991.1999999999999,0,16.7,2023-08-11 23:00:00+00:00
11,0,990.9,0,16.45,2023-08-12 00:00:00+00:00
10,1,990.8857142857142,0,14.842857142857143,2023-08-12 01:00:00+00:00
10,2,990.8499999999999,0,13.850000000000001,2023-08-12 02:00:00+00:00
10,3,990.6999999999999,0,13.550000000000002,2023-08-12 03:00:00+00:00
11,4,990.4,0,13.4,2023-08-12 04:00:00+00:00
14,5,990.4,0,13.45,2023-08-12 05:00:00+00:00
17,6,990.75,1,13.55,2023-08-12 06:00:00+00:00
20,7,990.4857142857143,1,15.757142857142856,2023-08-12 07:00:00+00:00
20,8,990.6,1,19.2375,2023-08-12 08:00:00+00:00
19,9,990.8625,1,21.1125,2023-08-12 09:00:00+00:00
21,10,990.3714285714285,1,23.457142857142856,2023-08-12 10:00:00+00:00
21,11,989.7428571428571,1,26.25714285714286,2023-08-12 11:00:00+00:00
18,12,989.5666666666667,1,27.333333333333332,2023-08-12 12:00:00+00:00
21,13,989.3571428571429,1,27.714285714285715,2023-08-12 13:00:00+00:00
19,14,988.842857142857,1,27.771428571428572,2023-08-12 14:00:00+00:00
20,15,988.2272727272727,1,27.654545454545453,2023-08-12 15:00:00+00:00
20,16,987.9571428571428,1,27.185714285714287,2023-08-12 16:00:00+00:00
19,17,987.65,1,26.2,2023-08-12 17:00:00+00:00
19,18,987.2,1,25.299999999999997,2023-08-12 18:00:00+00:00
13,19,986.8125,0,24.45,2023-08-12 19:00:00+00:00
15,20,986.8714285714286,0,22.885714285714283,2023-08-12 20:00:00+00:00
16,21,987.4499999999999,0,20.45,2023-08-12 21:00:00+00:00
15,22,987.8571428571429,0,19.557142857142857,2023-08-12 22:00:00+00:00
15,23,988.0,0,19.349999999999998,2023-08-12 23:00:00+00:00
15,0,987.9499999999999,0,18.7,2023-08-13 00:00:00+00:00
15,1,987.7999999999998,0,17.900000000000002,2023-08-13 01:00:00+00:00
15,2,987.6999999999999,0,17.900000000000002,2023-08-13 02:00:00+00:00
15,3,987.6,0,17.599999999999998,2023-08-13 03:00:00+00:00
14,4,987.4499999999999,0,16.95,2023-08-13 04:00:00+00:00
15,5,987.3,0,16.7,2023-08-13 05:00:00+00:00
18,6,987.5499999999998,1,17.099999999999998,2023-08-13 06:00:00+00:00
19,7,987.8,1,18.642857142857142,2023-08-13 07:00:00+00:00
21,8,988.3,1,20.875,2023-08-13 08:00:00+00:00
21,9,988.6625,1,23.45,2023-08-13 09:00:00+00:00
19,10,988.5714285714286,1,25.87142857142857,2023-08-13 10:00:00+00:00
18,11,988.4,1,28.849999999999998,2023-08-13 11:00:00+00:00
19,12,988.2888888888889,1,30.666666666666668,2023-08-13 12:00:00+00:00
14,13,987.9714285714286,1,31.37142857142857,2023-08-13 13:00:00+00:00
15,14,987.7444444444445,1,31.5,2023-08-13 14:00:00+00:00
18,15,987.6500000000001,1,31.099999999999998,2023-08-13 15:00:00+00:00
18,16,987.1,1,29.927272727272726,2023-08-13 16:00:00+00:00
20,17,986.6200000000001,1,28.839999999999996,2023-08-13 17:00:00+00:00
16,18,986.6333333333334,1,27.766666666666666,2023-08-13 18:00:00+00:00
14,19,986.6,0,26.700000000000003,2023-08-13 19:00:00+00:00
15,20,986.8875,0,25.7,2023-08-13 20:00:00+00:00
16,21,987.2375,0,23.9875,2023-08-13 21:00:00+00:00
14,22,987.3499999999999,0,22.150000000000002,2023-08-13 22:00:00+00:00
12,23,987.4499999999999,0,20.75,2023-08-13 23:00:00+00:00
11,0,987.4428571428572,0,20.114285714285717,2023-08-14 00:00:00+00:00
10,1,987.4,0,19.95,2023-08-14 01:00:00+00:00
9,2,987.2857142857143,0,18.5,2023-08-14 02:00:00+00:00
9,3,987.25,0,17.0,2023-08-14 03:00:00+00:00
9,4,987.4142857142857,0,15.314285714285713,2023-08-14 04:00:00+00:00
11,5,987.4428571428572,0,14.214285714285714,2023-08-14 05:00:00+00:00
16,6,987.6222222222223,1,15.055555555555555,2023-08-14 06:00:00+00:00
19,7,988.1,1,16.6125,2023-08-14 07:00:00+00:00
17,8,988.85,1,19.25,2023-08-14 08:00:00+00:00
13,9,988.85,1,21.95,2023-08-14 09:00:00+00:00
14,10,988.5999999999999,1,25.644444444444446,2023-08-14 10:00:00+00:00
17,11,988.3714285714286,1,27.771428571428572,2023-08-14 11:00:00+00:00
20,12,988.1375,1,28.2125,2023-08-14 12:00:00+00:00
19,13,987.8375,1,28.775,2023-08-14 13:00:00+00:00
20,14,987.4499999999999,1,29.349999999999998,2023-08-14 14:00:00+00:00
21,15,987.4,1,28.8,2023-08-14 15:00:00+00:00
20,16,987.1857142857143,1,28.24285714285714,2023-08-14 16:00:00+00:00
21,17,987.1,1,28.02857142857143,2023-08-14 17:00:00+00:00
21,18,987.0428571428572,1,27.457142857142856,2023-08-14 18:00:00+00:00
17,19,987.0,0,26.255555555555556,2023-08-14 19:00:00+00:00
11,20,987.3,0,24.35,2023-08-14 20:00:00+00:00
13,21,987.5142857142857,0,22.814285714285713,2023-08-14 21:00:00+00:00
13,22,987.6999999999999,0,21.05,2023-08-14 22:00:00+00:00
13,23,987.8285714285714,0,19.342857142857145,2023-08-14 23:00:00+00:00
14,0,987.5,0,18.8,2023-08-15 00:00:00+00:00
14,1,987.3499999999999,0,18.05,2023-08-15 01:00:00+00:00
13,2,987.5,0,17.3,2023-08-15 02:00:00+00:00
13,3,987.3000000000001,0,17.0,2023-08-15 03:00:00+00:00
15,4,986.9,0,16.6,2023-08-15 04:00:00+00:00
17,5,986.8499999999999,0,16.200000000000003,2023-08-15 05:00:00+00:00
18,6,986.9,1,16.785714285714285,2023-08-15 06:00:00+00:00
18,7,986.9857142857143,1,18.5,2023-08-15 07:00:00+00:00
18,8,987.4428571428572,1,21.585714285714285,2023-08-15 08:00:00+00:00
17,9,987.85,1,23.95,2023-08-15 09:00:00+00:00
19,10,987.8666666666666,1,25.93333333333333,2023-08-15 10:00:00+00:00
20,11,987.5,1,28.35,2023-08-15 11:00:00+00:00
17,12,987.3545454545455,1,29.845454545454547,2023-08-15 12:00:00+00:00
14,13,986.9111111111112,1,30.5,2023-08-15 13:00:00+00:00
14,14,986.4857142857143,1,30.957142857142856,2023-08-15 14:00:00+00:00
14,15,986.1999999999999,1,31.05,2023-08-15 15:00:00+00:00
15,16,985.7777777777778,1,30.077777777777776,2023-08-15 16:00:00+00:00
17,17,985.4399999999999,1,29.18,2023-08-15 17:00:00+00:00
16,18,985.1,1,28.5,2023-08-15 18:00:00+00:00
13,19,985.15,0,27.35,2023-08-15 19:00:00+00:00
