,date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
17244,2023-09-26 22:45:23+00:00,4.9064015611923155,97,14.7,7.196609767320258,0.0,0.0,6.170985179758629e+129,22,0
17245,2023-09-26 22:58:08+00:00,4.9064015611923155,97,14.7,7.196609767320258,0.0,0.0,6.170985179758629e+129,22,1
17246,2023-09-26 23:05:37+00:00,4.90640156119231,97,14.7,7.196609767320258,0.0,0.0,6.170985179758629e+129,22,1
17247,2023-09-26 23:15:43+00:00,4.9064015611923155,97,14.7,7.196609767320258,0.0,0.0,6.170985179758629e+129,22,0
17248,2023-09-26 23:25:48+00:00,4.9064015611923155,97,14.7,7.196609767320258,0.0,0.0,6.170985179758629e+129,22,0
17250,2023-09-26 23:35:54+00:00,4.9064015611923155,94,14.1,7.0607093543552635,0.0,0.0,6.170985179758629e+129,22,0
17251,2023-09-26 23:45:59+00:00,4.9064015611923155,94,14.1,7.0607093543552635,0.0,0.0,6.170985179758629e+129,22,0
17252,2023-09-26 23:56:05+00:00,4.9064015611923155,94,14.1,7.0607093543552635,0.0,0.0,6.170985179758629e+129,22,0
17249,2023-09-27 00:06:10+00:00,4.9064015611923155,94,14.1,7.0607093543552635,0.0,0.0,6.170985179758629e+129,22,0
17253,2023-09-27 00:16:16+00:00,4.9064015611923155,94,14.1,7.0607093543552635,0.0,0.0,6.170985179758629e+129,22,0
17254,2023-09-27 00:26:21+00:00,4.9064015611923155,94,14.1,7.0607093543552635,0.0,0.0,6.170985179758629e+129,22,0
17255,2023-09-27 00:36:26+00:00,4.866994512788056,92,13.6,6.957879785749145,0.0,0.0,6.225887811911764e+129,22,0
17256,2023-09-27 00:46:32+00:00,4.866994512788056,92,13.6,6.957879785749145,0.0,0.0,6.225887811911764e+129,22,0
17257,2023-09-27 00:56:37+00:00,4.867390148830384,92,13.6,6.957879785749145,0.0,0.0,6.225887811911764e+129,22,0
17258,2023-09-27 01:06:43+00:00,4.866994512788056,92,13.6,6.957879785749145,0.0,0.0,6.225887811911764e+129,22,0
17259,2023-09-27 01:16:48+00:00,4.866994512788056,92,13.6,6.957879785749145,0.0,0.0,6.225887811911764e+129,22,0
17260,2023-09-27 01:26:54+00:00,4.867390148830384,92,13.6,6.957879785749145,0.0,0.0,6.225887811911764e+129,22,0
17264,2023-09-27 01:31:33+00:00,4.9259877291961915,92,14.0,7.094812097732287,0.0,0.0,6.143711569141993e+129,22,0
17265,2023-09-27 01:40:36+00:00,4.925401270611324,92,14.0,7.094812097732287,0.0,0.0,6.143711569141993e+129,22,0
17266,2023-09-27 01:50:41+00:00,4.9259877291961915,92,14.0,7.094812097732287,0.0,0.0,6.143711569141993e+129,22,0
17263,2023-09-27 02:00:46+00:00,4.9259877291961915,92,14.0,7.094812097732287,0.0,0.0,6.143711569141993e+129,22,0
17262,2023-09-27 02:10:51+00:00,4.925401270611324,92,14.0,7.094812097732287,0.0,0.0,6.143711569141993e+129,22,0
17261,2023-09-27 02:20:56+00:00,4.9259877291961915,92,14.0,7.094812097732287,0.0,0.0,6.143711569141993e+129,22,0
17267,2023-09-27 02:31:01+00:00,4.767067815382054,92,13.2,6.74980172425885,0.0,0.0,6.009100669151512e+129,22,0
17272,2023-09-27 02:41:06+00:00,4.767067815382054,92,13.2,6.74980172425885,0.0,0.0,6.009100669151512e+129,22,0
17269,2023-09-27 02:51:11+00:00,4.767067815382054,92,13.2,6.74980172425885,0.0,0.0,6.009100669151512e+129,22,0
17268,2023-09-27 03:01:16+00:00,4.767067815382054,92,13.2,6.74980172425885,0.0,0.0,6.009100669151512e+129,22,0
17270,2023-09-27 03:11:21+00:00,4.767067815382054,92,13.2,6.74980172425885,0.0,0.0,6.009100669151512e+129,22,0
17271,2023-09-27 03:21:26+00:00,4.767067815382054,92,13.2,6.74980172425885,0.0,0.0,6.009100669151512e+129,22,0
17273,2023-09-27 03:31:31+00:00,4.767067815382054,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,0
17274,2023-09-27 03:36:50+00:00,4.767067815382054,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,2
17275,2023-09-27 03:41:38+00:00,4.767067815382058,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,2
17276,2023-09-27 03:51:43+00:00,4.767067815382054,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,2
17277,2023-09-27 03:59:19+00:00,4.767067815382054,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,4
17278,2023-09-27 04:02:15+00:00,4.767067815382054,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,6
17279,2023-09-27 04:12:00+00:00,4.767067815382054,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,6
17280,2023-09-27 04:22:05+00:00,4.767067815382054,92,13.1,6.714798610914343,0.0,0.0,5.982526469199464e+129,22,6
17283,2023-09-27 04:32:09+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,6
17281,2023-09-27 04:43:44+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,7
17284,2023-09-27 04:52:21+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,7
17285,2023-09-27 04:58:43+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,8
17282,2023-09-27 05:02:28+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,8
17287,2023-09-27 05:07:44+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,9
17286,2023-09-27 05:12:34+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,8
17288,2023-09-27 05:22:41+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,8
17289,2023-09-27 05:28:20+00:00,4.644368442268423,96,13.1,6.502757132720502,0.0,0.0,5.95606712186572e+129,22,11
17299,2023-09-27 05:32:50+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,9
17298,2023-09-27 05:34:35+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,10
17297,2023-09-27 05:43:47+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,10
17296,2023-09-27 05:54:15+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,10
17300,2023-09-27 05:58:11+00:00,4.665037508666027,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,13
17295,2023-09-27 06:03:40+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,15
17294,2023-09-27 06:07:57+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,16
17293,2023-09-27 06:13:26+00:00,4.665037508666027,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,17
17292,2023-09-27 06:19:05+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,18
17291,2023-09-27 06:23:35+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,20
17290,2023-09-27 06:28:10+00:00,4.665037508666024,95,13.1,6.53834293236297,0.0,0.0,5.903491047618246e+129,22,19
17302,2023-09-27 06:33:41+00:00,4.665037508666024,95,13.2,6.53834293236297,0.0,0.0,5.982526469199464e+129,22,19
17301,2023-09-27 06:43:48+00:00,4.665037508666024,95,13.2,6.53834293236297,0.0,0.0,5.982526469199464e+129,22,20
17306,2023-09-27 06:53:54+00:00,4.665037508666024,95,13.2,6.53834293236297,0.0,0.0,5.982526469199464e+129,22,19
17303,2023-09-27 07:04:01+00:00,4.665037508666024,95,13.2,6.53834293236297,0.0,0.0,5.982526469199464e+129,22,19
17305,2023-09-27 07:07:33+00:00,4.665037508666024,95,13.2,6.53834293236297,0.0,0.0,5.982526469199464e+129,22,20
17307,2023-09-27 07:14:09+00:00,4.665037508666024,95,13.2,6.53834293236297,0.0,0.0,5.982526469199464e+129,22,22
17304,2023-09-27 07:24:14+00:00,4.665037508666024,95,13.2,6.53834293236297,0.0,0.0,5.982526469199464e+129,22,22
17308,2023-09-27 07:34:18+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,21
17309,2023-09-27 07:36:02+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,22
17310,2023-09-27 07:44:23+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,22
17311,2023-09-27 07:54:28+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,22
17312,2023-09-27 08:00:18+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,21
17313,2023-09-27 08:04:34+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,21
17314,2023-09-27 08:13:37+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,19
17315,2023-09-27 08:15:56+00:00,4.8072844411246445,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,17
17316,2023-09-27 08:24:45+00:00,4.807284441124648,95,13.9,7.02652024440158,0.0,0.0,6.062595576386654e+129,22,16
17321,2023-09-27 08:36:32+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,15
17317,2023-09-27 08:42:48+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,16
17318,2023-09-27 08:46:09+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,17
17326,2023-09-27 08:51:49+00:00,5.374608752107971,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,17
17320,2023-09-27 08:55:05+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,17
17319,2023-09-27 09:03:51+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,19
17323,2023-09-27 09:04:43+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,19
17322,2023-09-27 09:13:40+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,20
17324,2023-09-27 09:18:23+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,19
17325,2023-09-27 09:23:48+00:00,5.374608752107976,93,16.5,8.45797385087651,0.0,0.0,6.281267676573995e+129,22,18
17336,2023-09-27 09:33:55+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,18
17335,2023-09-27 09:36:44+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,19
17334,2023-09-27 09:44:04+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,18
17327,2023-09-27 09:49:18+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,19
17333,2023-09-27 09:54:14+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,19
17337,2023-09-27 09:55:40+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,18
17332,2023-09-27 10:02:03+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,19
17331,2023-09-27 10:07:56+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,22
17330,2023-09-27 10:14:35+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,22
17329,2023-09-27 10:19:29+00:00,5.754596760386292,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,21
17328,2023-09-27 10:24:42+00:00,5.754596760386297,88,17.8,9.303930630173253,0.0,0.0,6.337128824432024e+129,22,21
17348,2023-09-27 10:37:23+00:00,6.078616806059327,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,22
17347,2023-09-27 10:43:54+00:00,6.078616806059327,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,22
17340,2023-09-27 10:47:03+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,21
17341,2023-09-27 10:49:23+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,22
17338,2023-09-27 10:58:19+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,22
17342,2023-09-27 11:03:56+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,20
17339,2023-09-27 11:05:24+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,21
17344,2023-09-27 11:13:07+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,22
17346,2023-09-27 11:17:31+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,18
17343,2023-09-27 11:22:33+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,18
17345,2023-09-27 11:25:27+00:00,6.0786168060593315,74,17.0,9.450563441450214,0.0,0.0,6.536492219295237e+129,22,20
17349,2023-09-27 11:32:57+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,19
17350,2023-09-27 11:38:17+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,20
17351,2023-09-27 11:44:19+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,19
17352,2023-09-27 11:49:13+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,21
17353,2023-09-27 11:51:30+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,22
17354,2023-09-27 11:55:56+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,22
17355,2023-09-27 12:04:08+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,21
17356,2023-09-27 12:06:03+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,22
17358,2023-09-27 12:16:08+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,22
17357,2023-09-27 12:26:13+00:00,6.187789713779351,65,15.6,9.537945965669286,0.0,0.0,6.536492219295237e+129,22,22
17367,2023-09-27 12:32:10+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,22
17366,2023-09-27 12:38:36+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,18
17365,2023-09-27 12:43:21+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,19
17368,2023-09-27 12:47:29+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,21
17364,2023-09-27 12:59:02+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,22
17363,2023-09-27 13:00:56+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,21
17362,2023-09-27 13:06:45+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,21
17361,2023-09-27 13:14:18+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,19
17360,2023-09-27 13:17:32+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,18
17359,2023-09-27 13:29:05+00:00,6.310092409281694,61,15.4,9.854658078961616,0.0,0.0,6.421831895731484e+129,22,19
17370,2023-09-27 13:37:46+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,17
17371,2023-09-27 13:43:21+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,16
17369,2023-09-27 13:47:41+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,14
17372,2023-09-27 13:52:44+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,15
17373,2023-09-27 13:57:22+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,13
17374,2023-09-27 14:00:45+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,12
17376,2023-09-27 14:07:32+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,14
17377,2023-09-27 14:17:37+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,14
17375,2023-09-27 14:20:10+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,15
17378,2023-09-27 14:27:42+00:00,6.488912172692613,48,12.8,9.91163808450904,0.0,0.0,6.281267676573995e+129,22,14
17379,2023-09-27 14:31:39+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,13
17380,2023-09-27 14:37:51+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,12
17381,2023-09-27 14:40:19+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,11
17382,2023-09-27 14:47:59+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,8
17383,2023-09-27 14:50:17+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,7
17384,2023-09-27 14:58:05+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,2
17389,2023-09-27 15:02:54+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,2
17385,2023-09-27 15:08:11+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,2
17386,2023-09-27 15:13:30+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,4
17387,2023-09-27 15:18:22+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,5
17388,2023-09-27 15:28:47+00:00,6.532792021958635,44,11.7,9.854658078961616,0.0,0.0,6.143711569141993e+129,22,6
17395,2023-09-27 15:33:58+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,6
17391,2023-09-27 15:38:36+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,6
17392,2023-09-27 15:40:18+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,7
17393,2023-09-27 15:48:43+00:00,6.532209057759131,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,7
17394,2023-09-27 15:50:09+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,8
17390,2023-09-27 15:58:49+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,6
17400,2023-09-27 16:08:56+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,7
17399,2023-09-27 16:13:57+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,6
17396,2023-09-27 16:19:04+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,6
17397,2023-09-27 16:23:11+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,5
17398,2023-09-27 16:29:17+00:00,6.532792021958635,46,12.4,9.91163808450904,0.0,0.0,6.009100669151512e+129,22,0
17406,2023-09-27 16:34:01+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,0
17402,2023-09-27 16:39:18+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,0
17404,2023-09-27 16:47:53+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,1
17401,2023-09-27 16:53:55+00:00,6.547347835488349,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,2
17405,2023-09-27 16:58:04+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,0
17403,2023-09-27 17:03:20+00:00,6.547347835488349,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,1
17407,2023-09-27 17:07:13+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,4
17410,2023-09-27 17:09:39+00:00,6.547347835488349,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,4
17408,2023-09-27 17:17:50+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,1
17411,2023-09-27 17:21:33+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,0
17409,2023-09-27 17:29:55+00:00,6.547347835488341,39,10.0,9.595957104266649,0.0,0.0,5.95606712186572e+129,22,0
17419,2023-09-27 17:39:00+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,2
17418,2023-09-27 17:40:06+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,4
17417,2023-09-27 17:54:11+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,6
17416,2023-09-27 18:03:07+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,4
17420,2023-09-27 18:08:58+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,5
17415,2023-09-27 18:13:51+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,3
17414,2023-09-27 18:16:00+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,2
17413,2023-09-27 18:20:31+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,2
17412,2023-09-27 18:29:12+00:00,6.203218701640931,54,12.9,9.392061116618885,0.0,0.0,5.7996959301917e+129,22,1
17421,2023-09-27 18:31:14+00:00,5.428042414025648,67,11.6,7.727312961558425,0.0,0.0,5.748469272022063e+129,22,0
17422,2023-09-27 18:40:42+00:00,5.428042414025648,67,11.6,7.727312961558425,0.0,0.0,5.748469272022063e+129,22,0
17423,2023-09-27 18:50:47+00:00,5.428042414025648,67,11.6,7.727312961558425,0.0,0.0,5.748469272022063e+129,22,0
17424,2023-09-27 19:00:52+00:00,5.428042414025648,67,11.6,7.727312961558425,0.0,0.0,5.748469272022063e+129,22,0
17425,2023-09-27 19:13:06+00:00,5.428042414025648,67,11.6,7.727312961558425,0.0,0.0,5.748469272022063e+129,22,1
17426,2023-09-27 19:21:03+00:00,5.428042414025648,67,11.6,7.727312961558425,0.0,0.0,5.748469272022063e+129,22,1
17431,2023-09-27 19:32:54+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,2
17428,2023-09-27 19:36:06+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,3
17429,2023-09-27 19:44:05+00:00,4.9637656245177455,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,1
17430,2023-09-27 19:51:22+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,1
17427,2023-09-27 20:04:02+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,3
17432,2023-09-27 20:05:03+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,3
17433,2023-09-27 20:11:35+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,3
17434,2023-09-27 20:21:40+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,3
17435,2023-09-27 20:27:54+00:00,4.964929447834002,88,13.5,7.196609767320258,0.0,0.0,5.851368591468489e+129,22,0
17436,2023-09-27 20:31:45+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,0
17437,2023-09-27 20:41:50+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,0
17438,2023-09-27 20:46:54+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,2
17439,2023-09-27 20:53:45+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,1
17440,2023-09-27 21:02:05+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,1
17441,2023-09-27 21:12:11+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,1
17442,2023-09-27 21:22:16+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,1
17443,2023-09-27 21:25:37+00:00,4.866994512788056,89,13.1,6.957879785749145,0.0,0.0,5.723022017716105e+129,22,0
17446,2023-09-27 21:32:21+00:00,4.847171951498145,91,13.3,6.957879785749145,0.0,0.0,5.774027086481867e+129,22,0
17445,2023-09-27 21:42:26+00:00,4.847171951498145,91,13.3,6.957879785749145,0.0,0.0,5.774027086481867e+129,22,0
17444,2023-09-27 21:52:31+00:00,4.847171951498145,91,13.3,6.957879785749145,0.0,0.0,5.774027086481867e+129,22,0
17447,2023-09-27 22:02:35+00:00,4.847171951498145,91,13.3,6.957879785749145,0.0,0.0,5.774027086481867e+129,22,0
17448,2023-09-27 22:12:41+00:00,4.847171951498145,91,13.3,6.957879785749145,0.0,0.0,5.774027086481867e+129,22,0
17449,2023-09-27 22:22:45+00:00,4.847171951498145,91,13.3,6.957879785749145,0.0,0.0,5.774027086481867e+129,22,0
17450,2023-09-27 22:32:50+00:00,4.644368442268423,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,0
17451,2023-09-27 22:42:55+00:00,4.644368442268423,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,0
17452,2023-09-27 22:53:00+00:00,4.644368442268423,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,0
17453,2023-09-27 23:03:06+00:00,4.643954146039726,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,0
17454,2023-09-27 23:14:11+00:00,4.644368442268423,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,1
17455,2023-09-27 23:18:00+00:00,4.644368442268423,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,0
17456,2023-09-27 23:23:18+00:00,4.644368442268423,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,1
17457,2023-09-27 23:29:14+00:00,4.644368442268423,97,13.3,6.573829218896615,0.0,0.0,5.851368591468489e+129,22,0
